1461,112546.2853135243
1462,154348.6099953408
1463,173042.8348689512
1464,194586.3385512945
1465,196906.8106477595
1466,173476.4409940601
1467,189202.3092152901
1468,167230.4655837954
1469,196976.6218129265
1470,126537.117891908
1471,155732.2979342623
1472,100399.5574647565
1473,98554.30124382158
1474,133754.4424085339
1475,111011.4119203073
1476,336396.5934961494
1477,248389.2006024035
1478,317226.928930893
1479,310445.9510381129
1480,512686.6381512083
1481,336416.8588233616
1482,217318.013650944
1483,173324.7727150013
1484,171184.2406104946
1485,207916.6771980513
1486,193064.1593974968
1487,323616.3602806985
1488,232588.9705420651
1489,190745.0890853387
1490,241040.8049147482
1491,194972.4519285023
1492,85594.9462548241
1493,182046.8217693646
1494,302969.3281568612
1495,278463.0326286494
1496,243831.8971140464
1497,164922.0749254345
1498,183192.0164074824
1499,163741.0556272864
1500,159168.2946974639
1501,181185.8420370419
1502,153688.5566300754
1503,280681.4277016302
1504,252987.0616179152
1505,238341.6408383722
1506,187781.8763418662
1507,236183.8195740322
1508,196638.9235519398
1509,157393.4860416819
1510,150894.9208406455
1511,159576.3347644942
1512,171413.517697445
1513,135966.1137562044
1514,144179.4339908732
1515,174368.0412942435
1516,152489.6582771242
1517,166556.0981171556
1518,142986.2689400678
1519,213356.013455428
1520,131571.5456201271
1521,130366.2304165939
1522,174447.5265726787
1523,109339.2959126618
1524,125274.6484468266
1525,121396.7535546745
1526,110597.10728553
1527,109645.1536907835
1528,135852.6711056372
1529,161671.09583961
1530,198392.7206386478
1531,125555.7382882128
1532,87513.39307232171
1533,153149.5087367743
1534,121361.7551063738
1535,131122.7292208876
1536,110077.8685550257
1537,61965.97117435026
1538,156208.9771502177
1539,191610.9265054064
1540,84418.98358876914
1541,145810.8666385175
1542,118981.5535375163
1543,185982.3079619968
1544,84981.05746311751
1545,121699.8936950838
1546,158030.6286810861
1547,132925.7122384423
1548,139021.9056785589
1549,128710.5545784789
1550,145319.3465504573
1551,104873.0395644596
1552,150091.6262072369
1553,133791.052479002
1554,131058.6577536122
1555,173767.2591016938
1556,73661.373568255
1557,87137.29963845198
1558,110240.6301193638
1559,54998.37336043327
1560,123823.0610914562
1561,102135.3340896436
1562,137901.8940935537
1563,124795.254879324
1564,154566.7415178723
1565,140860.4762802881
1566,241868.7963573645
1567,82714.95202304241
1568,261260.0895315497
1569,141297.6577809604
1570,156021.64998209
1571,113179.7293478088
1572,144076.4449275795
1573,192392.8802038269
1574,122225.2221439016
1575,245002.2086206033
1576,258710.881174678
1577,182303.0475247148
1578,155957.5189608413
1579,140392.2365076559
1580,197508.6019915911
1581,164138.0160578863
