                    0 ,                    0 ,                    1 ,                    1
                    0 ,                    0 ,                    2 ,                    2
                    0 ,                    0 ,                    3 ,                    3
                    0 ,                    0 ,                    4 ,                    4
                    0 ,                    0 ,                    5 ,                    5
                    3 ,                    4 ,                    5 ,                    6
                    0 ,                    0 ,                    6 ,                    6
                    0 ,                    0 ,                    7 ,                    7
                    0 ,                    0 ,                    8 ,                    8
                    1 ,                    6 ,                    8 ,                    9
                    0 ,                    0 ,                    9 ,                    9
                    0 ,                    0 ,                   10 ,                   10
                    6 ,                    8 ,                   10 ,                   12
                    0 ,                    0 ,                   11 ,                   11
                    0 ,                    0 ,                   12 ,                   12
                    0 ,                    0 ,                   13 ,                   13
                    0 ,                    0 ,                   14 ,                   14
                    0 ,                    0 ,                   15 ,                   15
                    9 ,                   12 ,                   15 ,                   18
                    0 ,                    0 ,                   16 ,                   16
                    2 ,                   12 ,                   16 ,                   18
                    0 ,                    0 ,                   17 ,                   17
                    7 ,                   14 ,                   17 ,                   20
                    0 ,                    0 ,                   18 ,                   18
                    3 ,                   10 ,                   18 ,                   19
                    0 ,                    0 ,                   19 ,                   19
                    0 ,                    0 ,                   20 ,                   20
                   12 ,                   16 ,                   20 ,                   24
                    0 ,                    0 ,                   21 ,                   21
                   18 ,                   19 ,                   21 ,                   28
                    0 ,                    0 ,                   22 ,                   22
                    4 ,                   17 ,                   22 ,                   25
                    0 ,                    0 ,                   23 ,                   23
                    0 ,                    0 ,                   24 ,                   24
                    3 ,                   18 ,                   24 ,                   27
                    0 ,                    0 ,                   25 ,                   25
                   15 ,                   20 ,                   25 ,                   30
                    0 ,                    0 ,                   26 ,                   26
                    0 ,                    0 ,                   27 ,                   27
                   11 ,                   15 ,                   27 ,                   29
                    0 ,                    0 ,                   28 ,                   28
                    0 ,                    0 ,                   29 ,                   29
                    0 ,                    0 ,                   30 ,                   30
                   18 ,                   24 ,                   30 ,                   36
                    0 ,                    0 ,                   31 ,                   31
                    0 ,                    0 ,                   32 ,                   32
                    4 ,                   24 ,                   32 ,                   36
                    0 ,                    0 ,                   33 ,                   33
                    6 ,                   32 ,                   33 ,                   41
                    0 ,                    0 ,                   34 ,                   34
                   14 ,                   28 ,                   34 ,                   40
                    0 ,                    0 ,                   35 ,                   35
                   21 ,                   28 ,                   35 ,                   42
                    0 ,                    0 ,                   36 ,                   36
                    6 ,                   20 ,                   36 ,                   38
                    0 ,                    0 ,                   37 ,                   37
                   27 ,                   30 ,                   37 ,                   46
                    3 ,                   36 ,                   37 ,                   46
                    0 ,                    0 ,                   38 ,                   38
                    0 ,                    0 ,                   39 ,                   39
                    0 ,                    0 ,                   40 ,                   40
                    2 ,                   17 ,                   40 ,                   41
                    5 ,                   30 ,                   40 ,                   45
                   24 ,                   32 ,                   40 ,                   48
                    0 ,                    0 ,                   41 ,                   41
                   16 ,                   23 ,                   41 ,                   44
                    0 ,                    0 ,                   42 ,                   42
                   36 ,                   38 ,                   42 ,                   56
                    0 ,                    0 ,                   43 ,                   43
                    0 ,                    0 ,                   44 ,                   44
                    8 ,                   34 ,                   44 ,                   50
                   29 ,                   34 ,                   44 ,                   53
                    0 ,                    0 ,                   45 ,                   45
                   27 ,                   36 ,                   45 ,                   54
                    0 ,                    0 ,                   46 ,                   46
                    0 ,                    0 ,                   47 ,                   47
                    0 ,                    0 ,                   48 ,                   48
                    6 ,                   36 ,                   48 ,                   54
                    0 ,                    0 ,                   49 ,                   49
                   15 ,                   42 ,                   49 ,                   58
                    0 ,                    0 ,                   50 ,                   50
                   30 ,                   40 ,                   50 ,                   60
                    0 ,                    0 ,                   51 ,                   51
                   21 ,                   42 ,                   51 ,                   60
                    0 ,                    0 ,                   52 ,                   52
                    0 ,                    0 ,                   53 ,                   53
                   12 ,                   19 ,                   53 ,                   54
                    0 ,                    0 ,                   54 ,                   54
                    9 ,                   30 ,                   54 ,                   57
                   22 ,                   30 ,                   54 ,                   58
                   22 ,                   51 ,                   54 ,                   67
                    0 ,                    0 ,                   55 ,                   55
                   33 ,                   44 ,                   55 ,                   66
                    0 ,                    0 ,                   56 ,                   56
                    7 ,                   42 ,                   56 ,                   63
                    0 ,                    0 ,                   57 ,                   57
                    7 ,                   54 ,                   57 ,                   70
                    0 ,                    0 ,                   58 ,                   58
                    0 ,                    0 ,                   59 ,                   59
                    0 ,                    0 ,                   60 ,                   60
                   36 ,                   48 ,                   60 ,                   72
                    0 ,                    0 ,                   61 ,                   61
                   36 ,                   38 ,                   61 ,                   69
                    0 ,                    0 ,                   62 ,                   62
                    0 ,                    0 ,                   63 ,                   63
                   54 ,                   57 ,                   63 ,                   84
                    0 ,                    0 ,                   64 ,                   64
                    8 ,                   48 ,                   64 ,                   72
                   50 ,                   61 ,                   64 ,                   85
                    0 ,                    0 ,                   65 ,                   65
                   34 ,                   39 ,                   65 ,                   72
                   39 ,                   52 ,                   65 ,                   78
                    0 ,                    0 ,                   66 ,                   66
                   38 ,                   43 ,                   66 ,                   75
                   12 ,                   51 ,                   66 ,                   75
                   12 ,                   64 ,                   66 ,                   82
                    0 ,                    0 ,                   67 ,                   67
                    0 ,                    0 ,                   68 ,                   68
                   28 ,                   56 ,                   68 ,                   80
                    0 ,                    0 ,                   69 ,                   69
                   58 ,                   59 ,                   69 ,                   90
                   19 ,                   60 ,                   69 ,                   82
                    0 ,                    0 ,                   70 ,                   70
                   14 ,                   23 ,                   70 ,                   71
                   42 ,                   56 ,                   70 ,                   84
                    0 ,                    0 ,                   71 ,                   71
                    0 ,                    0 ,                   72 ,                   72
                   31 ,                   33 ,                   72 ,                   76
                   12 ,                   40 ,                   72 ,                   76
                    9 ,                   54 ,                   72 ,                   81
                    0 ,                    0 ,                   73 ,                   73
                    0 ,                    0 ,                   74 ,                   74
                   25 ,                   48 ,                   74 ,                   81
                   54 ,                   60 ,                   74 ,                   92
                    6 ,                   72 ,                   74 ,                   92
                    0 ,                    0 ,                   75 ,                   75
                   28 ,                   53 ,                   75 ,                   84
                   45 ,                   60 ,                   75 ,                   90
                    0 ,                    0 ,                   76 ,                   76
                    0 ,                    0 ,                   77 ,                   77
                    0 ,                    0 ,                   78 ,                   78
                   26 ,                   55 ,                   78 ,                   87
                    0 ,                    0 ,                   79 ,                   79
                   38 ,                   48 ,                   79 ,                   87
                   20 ,                   54 ,                   79 ,                   87
                   45 ,                   69 ,                   79 ,                   97
                    0 ,                    0 ,                   80 ,                   80
                    4 ,                   34 ,                   80 ,                   82
                   10 ,                   60 ,                   80 ,                   90
                   48 ,                   64 ,                   80 ,                   96
                    0 ,                    0 ,                   81 ,                   81
                   33 ,                   45 ,                   81 ,                   87
                    0 ,                    0 ,                   82 ,                   82
                   32 ,                   46 ,                   82 ,                   88
                    0 ,                    0 ,                   83 ,                   83
                    0 ,                    0 ,                   84 ,                   84
                   21 ,                   43 ,                   84 ,                   88
                   72 ,                   76 ,                   84 ,                  112
                    0 ,                    0 ,                   85 ,                   85
                   32 ,                   54 ,                   85 ,                   93
                   51 ,                   68 ,                   85 ,                  102
                   35 ,                   70 ,                   85 ,                  100
                    0 ,                    0 ,                   86 ,                   86
                   25 ,                   31 ,                   86 ,                   88
                   17 ,                   40 ,                   86 ,                   89
                    0 ,                    0 ,                   87 ,                   87
                   25 ,                   38 ,                   87 ,                   90
                    0 ,                    0 ,                   88 ,                   88
                   11 ,                   66 ,                   88 ,                   99
                   16 ,                   68 ,                   88 ,                  100
                   58 ,                   68 ,                   88 ,                  106
                    0 ,                    0 ,                   89 ,                   89
                   15 ,                   82 ,                   89 ,                  108
                    0 ,                    0 ,                   90 ,                   90
                   15 ,                   50 ,                   90 ,                   95
                   19 ,                   53 ,                   90 ,                   96
                   54 ,                   72 ,                   90 ,                  108
                    0 ,                    0 ,                   91 ,                   91
                    0 ,                    0 ,                   92 ,                   92
                   33 ,                   70 ,                   92 ,                  105
                    0 ,                    0 ,                   93 ,                   93
                    0 ,                    0 ,                   94 ,                   94
                    0 ,                    0 ,                   95 ,                   95
                   57 ,                   76 ,                   95 ,                  114
                    0 ,                    0 ,                   96 ,                   96
                   12 ,                   72 ,                   96 ,                  108
                   29 ,                   75 ,                   96 ,                  110
                    0 ,                    0 ,                   97 ,                   97
                   50 ,                   74 ,                   97 ,                  113
                   23 ,                   86 ,                   97 ,                  116
                   86 ,                   95 ,                   97 ,                  134
                    0 ,                    0 ,                   98 ,                   98
                   30 ,                   84 ,                   98 ,                  116
                    0 ,                    0 ,                   99 ,                   99
                   18 ,                   96 ,                   99 ,                  123
                   94 ,                   96 ,                   99 ,                  139
                    0 ,                    0 ,                  100 ,                  100
                   60 ,                   80 ,                  100 ,                  120
                    0 ,                    0 ,                  101 ,                  101
                   19 ,                   92 ,                  101 ,                  122
                    0 ,                    0 ,                  102 ,                  102
                   12 ,                   31 ,                  102 ,                  103
                   42 ,                   84 ,                  102 ,                  120
                   49 ,                   84 ,                  102 ,                  121
                    0 ,                    0 ,                  103 ,                  103
                    0 ,                    0 ,                  104 ,                  104
                   13 ,                   51 ,                  104 ,                  108
                   13 ,                   78 ,                  104 ,                  117
                    0 ,                    0 ,                  105 ,                  105
                   63 ,                   84 ,                  105 ,                  126
                   23 ,                   94 ,                  105 ,                  126
                   90 ,                   95 ,                  105 ,                  140
                    0 ,                    0 ,                  106 ,                  106
                   24 ,                   38 ,                  106 ,                  108
                    0 ,                    0 ,                  107 ,                  107
                    0 ,                    0 ,                  108 ,                  108
                   16 ,                   47 ,                  108 ,                  111
                   18 ,                   60 ,                  108 ,                  114
                   44 ,                   60 ,                  108 ,                  116
                   44 ,                  102 ,                  108 ,                  134
                    0 ,                    0 ,                  109 ,                  109
                    0 ,                    0 ,                  110 ,                  110
                   20 ,                   85 ,                  110 ,                  125
                   66 ,                   88 ,                  110 ,                  132
                    0 ,                    0 ,                  111 ,                  111
                   81 ,                   90 ,                  111 ,                  138
                    9 ,                  108 ,                  111 ,                  138
                    0 ,                    0 ,                  112 ,                  112
                   14 ,                   84 ,                  112 ,                  126
                    0 ,                    0 ,                  113 ,                  113
                    0 ,                    0 ,                  114 ,                  114
                    3 ,                   34 ,                  114 ,                  115
                   14 ,                  108 ,                  114 ,                  140
                    0 ,                    0 ,                  115 ,                  115
                   69 ,                   92 ,                  115 ,                  138
                    0 ,                    0 ,                  116 ,                  116
                    9 ,                   55 ,                  116 ,                  120
                    0 ,                    0 ,                  117 ,                  117
                    0 ,                    0 ,                  118 ,                  118
                   44 ,                   51 ,                  118 ,                  123
                    0 ,                    0 ,                  119 ,                  119
                   49 ,                   98 ,                  119 ,                  140
                    0 ,                    0 ,                  120 ,                  120
                    6 ,                   51 ,                  120 ,                  123
                   15 ,                   90 ,                  120 ,                  135
                   72 ,                   96 ,                  120 ,                  144
                    0 ,                    0 ,                  121 ,                  121
                   13 ,                   65 ,                  121 ,                  127
                    0 ,                    0 ,                  122 ,                  122
                   72 ,                   76 ,                  122 ,                  138
                   72 ,                   85 ,                  122 ,                  141
                    0 ,                    0 ,                  123 ,                  123
                   48 ,                   69 ,                  123 ,                  132
                    5 ,                   76 ,                  123 ,                  132
                    0 ,                    0 ,                  124 ,                  124
                   38 ,                   57 ,                  124 ,                  129
                   69 ,                  123 ,                  124 ,                  160
                    0 ,                    0 ,                  125 ,                  125
                   75 ,                  100 ,                  125 ,                  150
                    0 ,                    0 ,                  126 ,                  126
                   21 ,                   70 ,                  126 ,                  133
                  108 ,                  114 ,                  126 ,                  168
                    0 ,                    0 ,                  127 ,                  127
                    0 ,                    0 ,                  128 ,                  128
                   44 ,                   73 ,                  128 ,                  137
                   16 ,                   96 ,                  128 ,                  144
                  100 ,                  122 ,                  128 ,                  170
                    0 ,                    0 ,                  129 ,                  129
                    0 ,                    0 ,                  130 ,                  130
                   68 ,                   78 ,                  130 ,                  144
                   78 ,                  104 ,                  130 ,                  156
                    0 ,                    0 ,                  131 ,                  131
                    3 ,                  121 ,                  131 ,                  159
                    0 ,                    0 ,                  132 ,                  132
                   76 ,                   86 ,                  132 ,                  150
                   24 ,                  102 ,                  132 ,                  150
                   87 ,                  102 ,                  132 ,                  159
                   24 ,                  128 ,                  132 ,                  164
                    0 ,                    0 ,                  133 ,                  133
                    0 ,                    0 ,                  134 ,                  134
                    0 ,                    0 ,                  135 ,                  135
                   55 ,                   75 ,                  135 ,                  145
                   81 ,                  108 ,                  135 ,                  162
                    0 ,                    0 ,                  136 ,                  136
                   12 ,                   81 ,                  136 ,                  145
                   17 ,                  102 ,                  136 ,                  153
                  107 ,                  108 ,                  136 ,                  171
                   56 ,                  112 ,                  136 ,                  160
                    0 ,                    0 ,                  137 ,                  137
                   31 ,                   64 ,                  137 ,                  142
                    0 ,                    0 ,                  138 ,                  138
                    1 ,                   71 ,                  138 ,                  144
                   71 ,                   73 ,                  138 ,                  150
                  116 ,                  118 ,                  138 ,                  180
                   38 ,                  120 ,                  138 ,                  164
                    1 ,                  135 ,                  138 ,                  172
                    0 ,                    0 ,                  139 ,                  139
                    0 ,                    0 ,                  140 ,                  140
                   28 ,                   46 ,                  140 ,                  142
                   22 ,                   75 ,                  140 ,                  147
                   84 ,                  112 ,                  140 ,                  168
                    0 ,                    0 ,                  141 ,                  141
                   96 ,                  107 ,                  141 ,                  170
                    0 ,                    0 ,                  142 ,                  142
                   65 ,                   87 ,                  142 ,                  156
                   48 ,                  137 ,                  142 ,                  177
                    0 ,                    0 ,                  143 ,                  143
                    0 ,                    0 ,                  144 ,                  144
                   62 ,                   66 ,                  144 ,                  152
                   24 ,                   80 ,                  144 ,                  152
                   18 ,                  108 ,                  144 ,                  162
                    0 ,                    0 ,                  145 ,                  145
                   87 ,                  116 ,                  145 ,                  174
                    0 ,                    0 ,                  146 ,                  146
                   69 ,                   99 ,                  146 ,                  164
                    0 ,                    0 ,                  147 ,                  147
                   45 ,                  126 ,                  147 ,                  174
                   48 ,                  133 ,                  147 ,                  178
                  126 ,                  133 ,                  147 ,                  196
                    0 ,                    0 ,                  148 ,                  148
                   46 ,                   47 ,                  148 ,                  151
                   59 ,                   93 ,                  148 ,                  162
                   50 ,                   96 ,                  148 ,                  162
                  108 ,                  120 ,                  148 ,                  184
                   12 ,                  144 ,                  148 ,                  184
                    0 ,                    0 ,                  149 ,                  149
                  115 ,                  122 ,                  149 ,                  188
                    0 ,                    0 ,                  150 ,                  150
                   56 ,                  106 ,                  150 ,                  168
                  108 ,                  109 ,                  150 ,                  181
                   90 ,                  120 ,                  150 ,                  180
                    0 ,                    0 ,                  151 ,                  151
                    0 ,                    0 ,                  152 ,                  152
                   19 ,                  114 ,                  152 ,                  171
                    0 ,                    0 ,                  153 ,                  153
                   63 ,                  126 ,                  153 ,                  180
                    0 ,                    0 ,                  154 ,                  154
                   28 ,                  119 ,                  154 ,                  175
                    0 ,                    0 ,                  155 ,                  155
                   93 ,                  124 ,                  155 ,                  186
                    0 ,                    0 ,                  156 ,                  156
                   52 ,                  110 ,                  156 ,                  174
                   39 ,                  146 ,                  156 ,                  191
                    0 ,                    0 ,                  157 ,                  157
                    0 ,                    0 ,                  158 ,                  158
                   76 ,                   96 ,                  158 ,                  174
                   40 ,                  108 ,                  158 ,                  174
                   90 ,                  138 ,                  158 ,                  194
                    0 ,                    0 ,                  159 ,                  159
                   36 ,                   57 ,                  159 ,                  162
                   12 ,                   86 ,                  159 ,                  167
                    0 ,                    0 ,                  160 ,                  160
                    8 ,                   68 ,                  160 ,                  164
                   20 ,                  120 ,                  160 ,                  180
                   96 ,                  128 ,                  160 ,                  192
                   58 ,                  131 ,                  160 ,                  187
                    0 ,                    0 ,                  161 ,                  161
                  140 ,                  151 ,                  161 ,                  218
                    0 ,                    0 ,                  162 ,                  162
                   27 ,                   90 ,                  162 ,                  171
                   66 ,                   90 ,                  162 ,                  174
                   47 ,                   97 ,                  162 ,                  174
                   66 ,                  153 ,                  162 ,                  201
                    0 ,                    0 ,                  163 ,                  163
                   54 ,                   80 ,                  163 ,                  171
                   56 ,                  133 ,                  163 ,                  190
                    0 ,                    0 ,                  164 ,                  164
                   64 ,                   92 ,                  164 ,                  176
                    5 ,                  163 ,                  164 ,                  206
                    0 ,                    0 ,                  165 ,                  165
                   99 ,                  132 ,                  165 ,                  198
                  108 ,                  142 ,                  165 ,                  205
                   30 ,                  160 ,                  165 ,                  205
                    0 ,                    0 ,                  166 ,                  166
                   68 ,                  113 ,                  166 ,                  185
                  113 ,                  146 ,                  166 ,                  209
                    0 ,                    0 ,                  167 ,                  167
                   25 ,                   92 ,                  167 ,                  176
                   18 ,                  121 ,                  167 ,                  186
                   81 ,                  147 ,                  167 ,                  203
                    0 ,                    0 ,                  168 ,                  168
                   42 ,                   86 ,                  168 ,                  176
                   21 ,                  126 ,                  168 ,                  189
                  144 ,                  152 ,                  168 ,                  224
